Source	Target	miRNA	CMI	p-value	p-adjusted
ENSG00000174059	ENSG00000038427	MIMAT0000091	0.03786275701367723	0.001	0.00265716506867064
ENSG00000171862	ENSG00000026508	MIMAT0003885	0.018046869797540555	0.001	0.00265716506867064
ENSG00000070831	ENSG00000138767	MIMAT0017999	0.018155633590251876	0.001	0.00265716506867064
ENSG00000138767	ENSG00000101558	MIMAT0000280	0.0333406304296384	0.002	0.004855113636363637
ENSG00000101558	ENSG00000138767	MIMAT0000280	0.03415690076740893	0.001	0.00265716506867064
ENSG00000174059	ENSG00000237984	MIMAT0001413	0.0065046192298844575	0.001	0.00265716506867064
ENSG00000038427	ENSG00000070831	MIMAT0002846	0.0219486720880858	0.002	0.004855113636363637
ENSG00000108821	ENSG00000138767	MIMAT0000451	0.03469011362081522	0.001	0.00265716506867064
ENSG00000138767	ENSG00000108821	MIMAT0000451	0.04213840174446146	0.002	0.004855113636363637
ENSG00000038427	ENSG00000070831	MIMAT0000242	0.03506903385435383	0.001	0.00265716506867064
ENSG00000070831	ENSG00000038427	MIMAT0000242	0.036298351724459235	0.001	0.00265716506867064
ENSG00000108821	ENSG00000138767	MIMAT0000430	0.03173702961631227	0.001	0.00265716506867064
ENSG00000138767	ENSG00000139687	MIMAT0000763	0.038014840914353504	0.001	0.00265716506867064
ENSG00000139687	ENSG00000138767	MIMAT0000763	0.03983500247188368	0.001	0.00265716506867064
ENSG00000139687	ENSG00000038427	MIMAT0000091	0.03335572298231846	0.003	0.006869584635998213
ENSG00000108821	ENSG00000138767	MIMAT0000443	0.03791889935587228	0.002	0.004855113636363637
ENSG00000138767	ENSG00000108821	MIMAT0000443	0.0299489170619737	0.001	0.00265716506867064
ENSG00000138767	ENSG00000139687	MIMAT0000770	0.030199708027773095	0.001	0.00265716506867064
ENSG00000139687	ENSG00000138767	MIMAT0000770	0.04083916828398093	0.001	0.00265716506867064
ENSG00000171862	ENSG00000101558	MIMAT0000617	0.031299692185981436	0.001	0.00265716506867064
ENSG00000101558	ENSG00000171862	MIMAT0000617	0.028344613295145	0.001	0.00265716506867064
ENSG00000174059	ENSG00000138767	MIMAT0000770	0.012609864365640454	0.002	0.004855113636363637
ENSG00000169554	ENSG00000237984	MIMAT0000104	0.04719699694157237	0.001	0.00265716506867064
ENSG00000237984	ENSG00000169554	MIMAT0000103	0.05277140902937958	0.001	0.00265716506867064
ENSG00000169554	ENSG00000237984	MIMAT0000103	0.0407129599664568	0.001	0.00265716506867064
ENSG00000169554	ENSG00000237984	MIMAT0000100	0.03005600242147597	0.001	0.00265716506867064
ENSG00000115414	ENSG00000026508	MIMAT0000271	0.03314473790209192	0.001	0.00265716506867064
ENSG00000174059	ENSG00000138767	MIMAT0000763	0.031570126847174994	0.001	0.00265716506867064
ENSG00000237984	ENSG00000171862	MIMAT0000100	0.0656819654144303	0.001	0.00265716506867064
ENSG00000171862	ENSG00000237984	MIMAT0000100	0.07090508395419313	0.001	0.00265716506867064
ENSG00000237984	ENSG00000171862	MIMAT0000101	0.07929628315604657	0.001	0.00265716506867064
ENSG00000171862	ENSG00000237984	MIMAT0000101	0.06989480507817822	0.001	0.00265716506867064
ENSG00000237984	ENSG00000171862	MIMAT0000104	0.06978402992676018	0.001	0.00265716506867064
ENSG00000171862	ENSG00000237984	MIMAT0000104	0.0610475618692781	0.001	0.00265716506867064
ENSG00000237984	ENSG00000171862	MIMAT0000103	0.06446929407540923	0.001	0.00265716506867064
ENSG00000171862	ENSG00000237984	MIMAT0000103	0.06952038314447108	0.001	0.00265716506867064
ENSG00000108821	ENSG00000169554	MIMAT0018980	8.726776967705124E-5	0.001	0.00265716506867064
ENSG00000169554	ENSG00000108821	MIMAT0018980	2.0434817908441717E-4	0.001	0.00265716506867064
ENSG00000138767	ENSG00000174059	MIMAT0000759	0.11171199980647184	0.001	0.00265716506867064
ENSG00000174059	ENSG00000138767	MIMAT0000759	0.0748727521793439	0.001	0.00265716506867064
ENSG00000138767	ENSG00000115414	MIMAT0005886	8.392888029419837E-6	0.001	0.00265716506867064
ENSG00000237984	ENSG00000169554	MIMAT0001413	0.021621266333385146	0.001	0.00265716506867064
ENSG00000169554	ENSG00000237984	MIMAT0001413	0.018438410433617766	0.001	0.00265716506867064
ENSG00000108821	ENSG00000169554	MIMAT0018992	2.5534915703418344E-4	0.003	0.006869584635998213
ENSG00000139687	ENSG00000115414	MIMAT0004958	0.015354754439126313	0.001	0.00265716506867064
ENSG00000138767	ENSG00000171862	MIMAT0000707	0.02874799550358533	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000707	0.029359631035382003	0.001	0.00265716506867064
ENSG00000237984	ENSG00000171862	MIMAT0001413	0.08081108379146675	0.001	0.00265716506867064
ENSG00000171862	ENSG00000237984	MIMAT0001413	0.08825822307617907	0.001	0.00265716506867064
ENSG00000138767	ENSG00000038427	MIMAT0004929	0.03547854095598386	0.002	0.004855113636363637
ENSG00000038427	ENSG00000138767	MIMAT0004929	0.035710564066521636	0.001	0.00265716506867064
ENSG00000026508	ENSG00000115414	MIMAT0000280	0.04201132355298225	0.001	0.00265716506867064
ENSG00000115414	ENSG00000026508	MIMAT0000280	0.03801776884722892	0.001	0.00265716506867064
ENSG00000138767	ENSG00000026508	MIMAT0016844	1.3715972902331563E-5	0.001	0.00265716506867064
ENSG00000237984	ENSG00000115414	MIMAT0000419	0.06364611458564969	0.001	0.00265716506867064
ENSG00000115414	ENSG00000237984	MIMAT0000419	0.051095788508579515	0.001	0.00265716506867064
ENSG00000115414	ENSG00000070831	MIMAT0000099	0.03530176568153659	0.001	0.00265716506867064
ENSG00000237984	ENSG00000101558	MIMAT0004958	0.027213677114852057	0.001	0.00265716506867064
ENSG00000101558	ENSG00000237984	MIMAT0004958	0.030446768141161755	0.001	0.00265716506867064
ENSG00000108821	ENSG00000115414	MIMAT0003327	0.027071994746994888	0.001	0.00265716506867064
ENSG00000115414	ENSG00000108821	MIMAT0003327	0.02499019066126473	0.001	0.00265716506867064
ENSG00000138767	ENSG00000070831	MIMAT0003301	0.05717201670707138	0.001	0.00265716506867064
ENSG00000070831	ENSG00000138767	MIMAT0003301	0.051953953213303004	0.001	0.00265716506867064
ENSG00000070831	ENSG00000115414	MIMAT0000091	0.029299867361590234	0.001	0.00265716506867064
ENSG00000026508	ENSG00000038427	MIMAT0019861	3.7353306603738925E-6	0.001	0.00265716506867064
ENSG00000038427	ENSG00000026508	MIMAT0019861	4.762735014635768E-5	0.001	0.00265716506867064
ENSG00000174059	ENSG00000101558	MIMAT0000682	0.04044694976227512	0.001	0.00265716506867064
ENSG00000101558	ENSG00000174059	MIMAT0000682	0.07540310442614169	0.001	0.00265716506867064
ENSG00000115414	ENSG00000070831	MIMAT0000084	0.053758780643183485	0.001	0.00265716506867064
ENSG00000070831	ENSG00000115414	MIMAT0000084	0.0597393337755158	0.001	0.00265716506867064
ENSG00000174059	ENSG00000101558	MIMAT0000691	0.03862329506224649	0.001	0.00265716506867064
ENSG00000115414	ENSG00000070831	MIMAT0000069	0.026932193073528808	0.002	0.004855113636363637
ENSG00000026508	ENSG00000070831	MIMAT0001413	0.016011030859650728	0.001	0.00265716506867064
ENSG00000070831	ENSG00000026508	MIMAT0001413	0.014572824990153955	0.001	0.00265716506867064
ENSG00000174059	ENSG00000038427	MIMAT0000062	0.02445030952516808	0.002	0.004855113636363637
ENSG00000038427	ENSG00000174059	MIMAT0000062	0.04736365416663162	0.001	0.00265716506867064
ENSG00000174059	ENSG00000038427	MIMAT0000065	0.03321609473818336	0.001	0.00265716506867064
ENSG00000174059	ENSG00000038427	MIMAT0000066	0.02553041330352986	0.002	0.004855113636363637
ENSG00000174059	ENSG00000101558	MIMAT0000688	0.017957705487064324	0.001	0.00265716506867064
ENSG00000038427	ENSG00000174059	MIMAT0000066	0.02986892421009849	0.001	0.00265716506867064
ENSG00000174059	ENSG00000038427	MIMAT0000067	0.026959342208830242	0.002	0.004855113636363637
ENSG00000026508	ENSG00000115414	MIMAT0000243	0.037885009246970476	0.004	0.008760358821016659
ENSG00000115414	ENSG00000026508	MIMAT0000243	0.03116182957515137	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000646	0.05466781183490164	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000646	0.04990011789012297	0.001	0.00265716506867064
ENSG00000038427	ENSG00000070831	MIMAT0019861	1.3401978992302795E-4	0.001	0.00265716506867064
ENSG00000070831	ENSG00000038427	MIMAT0019861	9.401245768286622E-5	0.001	0.00265716506867064
ENSG00000108821	ENSG00000169554	MIMAT0000707	0.033909276863637414	0.001	0.00265716506867064
ENSG00000169554	ENSG00000108821	MIMAT0000707	0.03921513777219914	0.001	0.00265716506867064
ENSG00000108821	ENSG00000115414	MIMAT0005886	1.721153080061573E-5	0.001	0.00265716506867064
ENSG00000115414	ENSG00000108821	MIMAT0005886	1.7184738619187345E-5	0.001	0.00265716506867064
ENSG00000108821	ENSG00000171862	MIMAT0000717	4.4180254133147334E-5	0.001	0.00265716506867064
ENSG00000108821	ENSG00000171862	MIMAT0000718	1.287451465211298E-4	0.001	0.00265716506867064
ENSG00000171862	ENSG00000108821	MIMAT0000718	1.4130252647660105E-4	0.001	0.00265716506867064
ENSG00000108821	ENSG00000169554	MIMAT0000718	1.8667420390925586E-4	0.001	0.00265716506867064
ENSG00000108821	ENSG00000169554	MIMAT0000717	9.428484513058256E-5	0.001	0.00265716506867064
ENSG00000169554	ENSG00000108821	MIMAT0000717	3.989848108211927E-4	0.001	0.00265716506867064
ENSG00000174059	ENSG00000115414	MIMAT0016844	7.603785242021934E-6	0.001	0.00265716506867064
ENSG00000115414	ENSG00000174059	MIMAT0016844	9.894796439944293E-5	0.001	0.00265716506867064
ENSG00000108821	ENSG00000171862	MIMAT0000724	0.008323972470227536	0.003	0.006869584635998213
ENSG00000171862	ENSG00000108821	MIMAT0000726	0.01191983986794179	0.001	0.00265716506867064
ENSG00000108821	ENSG00000169554	MIMAT0000724	0.03471020122793878	0.001	0.00265716506867064
ENSG00000169554	ENSG00000108821	MIMAT0000724	0.04043816387115727	0.001	0.00265716506867064
ENSG00000026508	ENSG00000115414	MIMAT0000069	0.03823194948737714	0.001	0.00265716506867064
ENSG00000115414	ENSG00000026508	MIMAT0000069	0.02775097043508065	0.001	0.00265716506867064
ENSG00000174059	ENSG00000108821	MIMAT0000738	0.030522775715705944	0.001	0.00265716506867064
ENSG00000138767	ENSG00000174059	MIMAT0000688	0.1261243885673912	0.001	0.00265716506867064
ENSG00000174059	ENSG00000138767	MIMAT0000688	0.04544458521616891	0.001	0.00265716506867064
ENSG00000171862	ENSG00000038427	MIMAT0018000	0.029770972957474193	0.001	0.00265716506867064
ENSG00000038427	ENSG00000171862	MIMAT0018000	0.03057959417743016	0.001	0.00265716506867064
ENSG00000026508	ENSG00000138767	MIMAT0017999	0.02173010326653218	0.001	0.00265716506867064
ENSG00000138767	ENSG00000026508	MIMAT0017999	0.01738672527540295	0.002	0.004855113636363637
ENSG00000038427	ENSG00000169554	MIMAT0018000	0.0647753566681367	0.001	0.00265716506867064
ENSG00000169554	ENSG00000038427	MIMAT0018000	0.058421142688126086	0.001	0.00265716506867064
ENSG00000026508	ENSG00000138767	MIMAT0003327	0.013142622265624883	0.002	0.004855113636363637
ENSG00000108821	ENSG00000174059	MIMAT0000763	0.03926390155493683	0.001	0.00265716506867064
ENSG00000174059	ENSG00000108821	MIMAT0000763	0.040630099278586025	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000617	0.10612747209960746	0.003	0.006869584635998213
ENSG00000169554	ENSG00000138767	MIMAT0000617	0.049982932151326556	0.001	0.00265716506867064
ENSG00000026508	ENSG00000115414	MIMAT0000095	0.039417453142835034	0.004	0.008760358821016659
ENSG00000115414	ENSG00000026508	MIMAT0000095	0.03575432068323071	0.001	0.00265716506867064
ENSG00000108821	ENSG00000174059	MIMAT0000770	0.03285350551801108	0.001	0.00265716506867064
ENSG00000174059	ENSG00000108821	MIMAT0000770	0.035520722196844275	0.001	0.00265716506867064
ENSG00000038427	ENSG00000101558	MIMAT0017999	0.010068914892169841	0.002	0.004855113636363637
ENSG00000115414	ENSG00000026508	MIMAT0000080	0.030196052851029054	0.001	0.00265716506867064
ENSG00000138767	ENSG00000171862	MIMAT0000617	0.02882542864941778	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000617	0.03930595194730845	0.001	0.00265716506867064
ENSG00000138767	ENSG00000101558	MIMAT0001541	0.041905282930877454	0.001	0.00265716506867064
ENSG00000101558	ENSG00000138767	MIMAT0001541	0.042680497981009806	0.001	0.00265716506867064
ENSG00000138767	ENSG00000101558	MIMAT0002870	0.022930806752853042	0.001	0.00265716506867064
ENSG00000101558	ENSG00000138767	MIMAT0002870	0.01972324728081917	0.001	0.00265716506867064
ENSG00000108821	ENSG00000169554	MIMAT0000770	0.02978161037301573	0.001	0.00265716506867064
ENSG00000169554	ENSG00000108821	MIMAT0000770	0.027925700852277593	0.001	0.00265716506867064
ENSG00000139687	ENSG00000101558	MIMAT0000617	0.058213206596533035	0.001	0.00265716506867064
ENSG00000101558	ENSG00000139687	MIMAT0000617	0.06715651110471205	0.001	0.00265716506867064
ENSG00000138767	ENSG00000101558	MIMAT0001536	0.03730292032061228	0.001	0.00265716506867064
ENSG00000101558	ENSG00000138767	MIMAT0001536	0.05659221090200064	0.001	0.00265716506867064
ENSG00000237984	ENSG00000038427	MIMAT0001413	0.0393292744233941	0.001	0.00265716506867064
ENSG00000038427	ENSG00000237984	MIMAT0001413	0.025098076432246583	0.001	0.00265716506867064
ENSG00000108821	ENSG00000139687	MIMAT0018980	2.922533032299189E-5	0.001	0.00265716506867064
ENSG00000139687	ENSG00000108821	MIMAT0018980	1.435760658643613E-4	0.001	0.00265716506867064
ENSG00000138767	ENSG00000139687	MIMAT0000710	0.05732618528321532	0.001	0.00265716506867064
ENSG00000139687	ENSG00000138767	MIMAT0000710	0.0592106832489882	0.001	0.00265716506867064
ENSG00000108821	ENSG00000237984	MIMAT0003885	0.03039919956825691	0.001	0.00265716506867064
ENSG00000138767	ENSG00000101558	MIMAT0002853	0.007429760378299843	0.002	0.004855113636363637
ENSG00000237984	ENSG00000139687	MIMAT0000258	0.041084255980624776	0.001	0.00265716506867064
ENSG00000139687	ENSG00000237984	MIMAT0000258	0.041900483183666126	0.001	0.00265716506867064
ENSG00000171862	ENSG00000169554	MIMAT0003218	0.03965025288051142	0.001	0.00265716506867064
ENSG00000169554	ENSG00000171862	MIMAT0003218	0.04697009847589248	0.001	0.00265716506867064
ENSG00000139687	ENSG00000237984	MIMAT0000254	0.033482082345222444	0.001	0.00265716506867064
ENSG00000237984	ENSG00000139687	MIMAT0000257	0.05131526078635848	0.001	0.00265716506867064
ENSG00000115414	ENSG00000171862	MIMAT0016844	3.2441709773361144E-6	0.001	0.00265716506867064
ENSG00000171862	ENSG00000115414	MIMAT0016844	6.620431638663524E-5	0.001	0.00265716506867064
ENSG00000139687	ENSG00000237984	MIMAT0000257	0.0413831382713471	0.001	0.00265716506867064
ENSG00000237984	ENSG00000038427	MIMAT0000100	0.09626240676911876	0.004	0.008760358821016659
ENSG00000038427	ENSG00000237984	MIMAT0000100	0.051154646925682286	0.001	0.00265716506867064
ENSG00000237984	ENSG00000139687	MIMAT0000252	0.04233160271068598	0.002	0.004855113636363637
ENSG00000115414	ENSG00000169554	MIMAT0016844	7.532383499419444E-6	0.001	0.00265716506867064
ENSG00000139687	ENSG00000237984	MIMAT0000252	0.04576289644831154	0.001	0.00265716506867064
ENSG00000169554	ENSG00000115414	MIMAT0016844	7.532383499419444E-6	0.001	0.00265716506867064
ENSG00000237984	ENSG00000139687	MIMAT0000253	0.05508394675806719	0.001	0.00265716506867064
ENSG00000139687	ENSG00000237984	MIMAT0000253	0.040216615515177793	0.001	0.00265716506867064
ENSG00000171862	ENSG00000169554	MIMAT0005886	6.897595311284499E-5	0.001	0.00265716506867064
ENSG00000237984	ENSG00000038427	MIMAT0000103	0.06717917043745031	0.004	0.008760358821016659
ENSG00000038427	ENSG00000237984	MIMAT0000103	0.04031139391969404	0.001	0.00265716506867064
ENSG00000174059	ENSG00000139687	MIMAT0003301	0.07131669970265476	0.001	0.00265716506867064
ENSG00000139687	ENSG00000174059	MIMAT0003301	0.09433545533582256	0.001	0.00265716506867064
ENSG00000237984	ENSG00000139687	MIMAT0000242	0.028476662824292398	0.001	0.00265716506867064
ENSG00000139687	ENSG00000237984	MIMAT0000242	0.025224264864352072	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000681	0.0393409677244063	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000681	0.04361088701514454	0.001	0.00265716506867064
ENSG00000138767	ENSG00000101558	MIMAT0000255	0.040811669759314786	0.001	0.00265716506867064
ENSG00000101558	ENSG00000138767	MIMAT0000255	0.045433282497060905	0.001	0.00265716506867064
ENSG00000138767	ENSG00000171862	MIMAT0000691	0.04129313177568675	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000691	0.05133384071092335	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000688	0.049424722478736034	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000688	0.032255528970132515	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000686	0.036545035545952946	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000686	0.02084721707812603	0.001	0.00265716506867064
ENSG00000237984	ENSG00000139687	MIMAT0000276	0.07144908734347712	0.003	0.006869584635998213
ENSG00000139687	ENSG00000237984	MIMAT0000276	0.054347138617840275	0.001	0.00265716506867064
ENSG00000237984	ENSG00000139687	MIMAT0000274	0.03391020640367295	0.001	0.00265716506867064
ENSG00000139687	ENSG00000237984	MIMAT0000274	0.03225895089711207	0.001	0.00265716506867064
ENSG00000108821	ENSG00000171862	MIMAT0000738	0.01763477371345081	0.001	0.00265716506867064
ENSG00000171862	ENSG00000108821	MIMAT0000738	0.022636950850840307	0.001	0.00265716506867064
ENSG00000108821	ENSG00000169554	MIMAT0000738	0.035143856435003645	0.001	0.00265716506867064
ENSG00000169554	ENSG00000108821	MIMAT0000738	0.03506313103616979	0.001	0.00265716506867064
ENSG00000138767	ENSG00000171862	MIMAT0000686	0.0367565528085583	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000686	0.036843608945622955	0.001	0.00265716506867064
ENSG00000138767	ENSG00000171862	MIMAT0000688	0.03419999011179945	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000688	0.030759073178284174	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000681	0.046679935308463184	0.001	0.00265716506867064
ENSG00000138767	ENSG00000101558	MIMAT0000265	0.04980388454661304	0.001	0.00265716506867064
ENSG00000101558	ENSG00000138767	MIMAT0000265	0.035217321212556184	0.001	0.00265716506867064
ENSG00000138767	ENSG00000101558	MIMAT0000264	0.038666383115642605	0.001	0.00265716506867064
ENSG00000101558	ENSG00000138767	MIMAT0000264	0.037664555330560665	0.001	0.00265716506867064
ENSG00000237984	ENSG00000115414	MIMAT0019945	9.476326385993913E-5	0.001	0.00265716506867064
ENSG00000138767	ENSG00000101558	MIMAT0000266	0.03789932375580246	0.001	0.00265716506867064
ENSG00000115414	ENSG00000237984	MIMAT0019945	1.2820087641756723E-4	0.001	0.00265716506867064
ENSG00000101558	ENSG00000138767	MIMAT0000266	0.028285040511325354	0.001	0.00265716506867064
ENSG00000138767	ENSG00000101558	MIMAT0000269	0.03890463452779725	0.001	0.00265716506867064
ENSG00000101558	ENSG00000138767	MIMAT0000269	0.045982498929838404	0.001	0.00265716506867064
ENSG00000138767	ENSG00000101558	MIMAT0000268	0.008530689220911748	0.003	0.006869584635998213
ENSG00000101558	ENSG00000138767	MIMAT0000268	0.005816845678828816	0.001	0.00265716506867064
ENSG00000237984	ENSG00000139687	MIMAT0000265	0.04435936277022374	0.001	0.00265716506867064
ENSG00000139687	ENSG00000237984	MIMAT0000265	0.04931732431996392	0.001	0.00265716506867064
ENSG00000237984	ENSG00000139687	MIMAT0000266	0.018394606386846108	0.004	0.008760358821016659
ENSG00000108821	ENSG00000038427	MIMAT0016844	6.766506221138924E-5	0.001	0.00265716506867064
ENSG00000038427	ENSG00000108821	MIMAT0016844	6.497915444844522E-5	0.001	0.00265716506867064
ENSG00000237984	ENSG00000139687	MIMAT0000268	0.0024430447159298307	0.002	0.004855113636363637
ENSG00000138767	ENSG00000101558	MIMAT0000259	0.06010106291645897	0.001	0.00265716506867064
ENSG00000101558	ENSG00000138767	MIMAT0000259	0.04847366600316663	0.001	0.00265716506867064
ENSG00000138767	ENSG00000101558	MIMAT0000241	2.4104069954972157E-4	0.001	0.00265716506867064
ENSG00000138767	ENSG00000101558	MIMAT0000242	0.046687029664673065	0.001	0.00265716506867064
ENSG00000101558	ENSG00000138767	MIMAT0000242	0.05508482981251625	0.001	0.00265716506867064
ENSG00000108821	ENSG00000169554	MIMAT0000763	0.05471529005153216	0.001	0.00265716506867064
ENSG00000169554	ENSG00000108821	MIMAT0000763	0.05062945601270954	0.001	0.00265716506867064
ENSG00000138767	ENSG00000070831	MIMAT0003218	0.05327641396019558	0.001	0.00265716506867064
ENSG00000070831	ENSG00000138767	MIMAT0003218	0.05658981932838525	0.001	0.00265716506867064
ENSG00000038427	ENSG00000070831	MIMAT0000318	0.047231649383105284	0.001	0.00265716506867064
ENSG00000070831	ENSG00000038427	MIMAT0000318	0.09465360175240407	0.001	0.00265716506867064
ENSG00000108821	ENSG00000101558	MIMAT0002870	0.014893846607130298	0.002	0.004855113636363637
ENSG00000026508	ENSG00000070831	MIMAT0000265	0.031601279883524486	0.001	0.00265716506867064
ENSG00000070831	ENSG00000026508	MIMAT0000265	0.027944296524320178	0.001	0.00265716506867064
ENSG00000115414	ENSG00000026508	MIMAT0001413	0.011285435388150505	0.001	0.00265716506867064
ENSG00000237984	ENSG00000038427	MIMAT0000067	0.05444948088832844	0.001	0.00265716506867064
ENSG00000038427	ENSG00000237984	MIMAT0000067	0.06622985709340605	0.001	0.00265716506867064
ENSG00000115414	ENSG00000038427	MIMAT0002806	0.010182707633620431	0.004	0.008760358821016659
ENSG00000038427	ENSG00000115414	MIMAT0002806	0.009304401220554684	0.001	0.00265716506867064
ENSG00000237984	ENSG00000038427	MIMAT0000065	0.03880762026553949	0.001	0.00265716506867064
ENSG00000038427	ENSG00000237984	MIMAT0000065	0.03352917737153033	0.001	0.00265716506867064
ENSG00000237984	ENSG00000038427	MIMAT0000063	0.05635686853600481	0.001	0.00265716506867064
ENSG00000038427	ENSG00000237984	MIMAT0000063	0.06252603413390269	0.001	0.00265716506867064
ENSG00000237984	ENSG00000038427	MIMAT0000064	0.11421452983087739	0.004	0.008760358821016659
ENSG00000038427	ENSG00000237984	MIMAT0000064	0.04327304452647057	0.001	0.00265716506867064
ENSG00000138767	ENSG00000139687	MIMAT0000681	0.05618266409974432	0.001	0.00265716506867064
ENSG00000139687	ENSG00000138767	MIMAT0000681	0.04318024708208675	0.001	0.00265716506867064
ENSG00000237984	ENSG00000038427	MIMAT0000062	0.03089998808524679	0.001	0.00265716506867064
ENSG00000038427	ENSG00000237984	MIMAT0000062	0.02802439496915205	0.001	0.00265716506867064
ENSG00000108821	ENSG00000101558	MIMAT0000242	0.012500439352117159	0.001	0.00265716506867064
ENSG00000138767	ENSG00000139687	MIMAT0000688	0.0961090659125	0.001	0.00265716506867064
ENSG00000139687	ENSG00000138767	MIMAT0000688	0.07058653803264148	0.001	0.00265716506867064
ENSG00000139687	ENSG00000026508	MIMAT0018000	0.005324233187038353	0.001	0.00265716506867064
ENSG00000171862	ENSG00000038427	MIMAT0003885	0.06127844073183317	0.001	0.00265716506867064
ENSG00000038427	ENSG00000237984	MIMAT0000070	0.030549416818742084	0.001	0.00265716506867064
ENSG00000038427	ENSG00000171862	MIMAT0003885	0.03327016666437264	0.001	0.00265716506867064
ENSG00000026508	ENSG00000070831	MIMAT0000242	0.016467443925688895	0.002	0.004855113636363637
ENSG00000070831	ENSG00000026508	MIMAT0000242	0.023417977026537584	0.001	0.00265716506867064
ENSG00000237984	ENSG00000038427	MIMAT0000078	0.05526434604231217	0.001	0.00265716506867064
ENSG00000038427	ENSG00000237984	MIMAT0000078	0.04304910548126208	0.001	0.00265716506867064
ENSG00000038427	ENSG00000237984	MIMAT0000074	0.03254328600995858	0.001	0.00265716506867064
ENSG00000237984	ENSG00000038427	MIMAT0000073	0.08751738632914616	0.001	0.00265716506867064
ENSG00000138767	ENSG00000139687	MIMAT0000691	0.09656271424360881	0.001	0.00265716506867064
ENSG00000139687	ENSG00000138767	MIMAT0000691	0.08575530269936169	0.001	0.00265716506867064
ENSG00000038427	ENSG00000237984	MIMAT0000073	0.05612201391887676	0.001	0.00265716506867064
ENSG00000174059	ENSG00000237984	MIMAT0000271	0.015465955964784506	0.001	0.00265716506867064
ENSG00000108821	ENSG00000101558	MIMAT0000269	0.01642279707677935	0.001	0.00265716506867064
ENSG00000237984	ENSG00000138767	MIMAT0018000	0.03690723426387361	0.001	0.00265716506867064
ENSG00000138767	ENSG00000237984	MIMAT0018000	0.033356722592105995	0.001	0.00265716506867064
ENSG00000174059	ENSG00000237984	MIMAT0000268	0.0011186263207446938	0.004	0.008760358821016659
ENSG00000174059	ENSG00000237984	MIMAT0000265	0.0507388178113884	0.001	0.00265716506867064
ENSG00000171862	ENSG00000169554	MIMAT0003150	0.0385090465630432	0.001	0.00265716506867064
ENSG00000174059	ENSG00000237984	MIMAT0000252	0.03550537254763479	0.001	0.00265716506867064
ENSG00000070831	ENSG00000026508	MIMAT0000274	0.007533149252429055	0.002	0.004855113636363637
ENSG00000026508	ENSG00000070831	MIMAT0000271	0.01877467879589532	0.001	0.00265716506867064
ENSG00000169554	ENSG00000237984	MIMAT0002821	0.03437583370949523	0.001	0.00265716506867064
ENSG00000138767	ENSG00000139687	MIMAT0000646	0.05115180571158441	0.001	0.00265716506867064
ENSG00000139687	ENSG00000138767	MIMAT0000646	0.038759563807506815	0.001	0.00265716506867064
ENSG00000108821	ENSG00000139687	MIMAT0000738	0.006390900513642897	0.002	0.004855113636363637
ENSG00000237984	ENSG00000171862	MIMAT0002821	0.09269532835921869	0.001	0.00265716506867064
ENSG00000171862	ENSG00000237984	MIMAT0002821	0.08481429113690389	0.001	0.00265716506867064
ENSG00000171862	ENSG00000169554	MIMAT0005796	0.034140581117470724	0.001	0.00265716506867064
ENSG00000169554	ENSG00000171862	MIMAT0005796	0.04204598139762604	0.003	0.006869584635998213
ENSG00000237984	ENSG00000169554	MIMAT0002819	0.04955763784420844	0.001	0.00265716506867064
ENSG00000169554	ENSG00000237984	MIMAT0002819	0.04340131291152498	0.001	0.00265716506867064
ENSG00000237984	ENSG00000171862	MIMAT0002819	0.09192098496751513	0.001	0.00265716506867064
ENSG00000171862	ENSG00000237984	MIMAT0002819	0.09840298818632587	0.001	0.00265716506867064
ENSG00000108821	ENSG00000101558	MIMAT0000271	0.04067010001331972	0.001	0.00265716506867064
ENSG00000115414	ENSG00000038427	MIMAT0002870	0.03253078782322687	0.001	0.00265716506867064
ENSG00000038427	ENSG00000115414	MIMAT0002870	0.023054301037144027	0.001	0.00265716506867064
ENSG00000101558	ENSG00000026508	MIMAT0017999	0.00610639627359461	0.003	0.006869584635998213
ENSG00000171862	ENSG00000139687	MIMAT0003258	0.07298291077432183	0.002	0.004855113636363637
ENSG00000139687	ENSG00000171862	MIMAT0003258	0.043557872260079206	0.001	0.00265716506867064
